Fecha,Divisa,Precio de emisión,Valor liquidativo,Valor liquidativo anterior,Variación,Variación %,Acciones en circulación,Patrimonio de la clase de acción,Patrimonio del fondo,Entradas netas en el día
27/01/2020,EUR,"131,2600","131,2600","132,2400","-0,9800","-0,74","723.231,40","94.932.843,37","557.776.220,26","173.172,60"
24/01/2020,EUR,"132,2400","132,2400","131,6700","0,5700","0,43","722.576,63","95.553.879,27","557.906.351,48","128.078,27"
23/01/2020,EUR,"131,6700","131,6700","131,5400","0,1300","0,10","721.603,91","95.010.883,49","554.849.813,08","227.157,56"
22/01/2020,EUR,"131,5400","131,5400","131,4800","0,0600","0,05","719.877,00","94.692.125,72","553.246.314,82","-108.278,67"
21/01/2020,EUR,"131,4800","131,4800","130,9200","0,5600","0,43","720.700,54","94.756.943,84","552.071.024,25","110.776,51"
17/01/2020,EUR,"130,9200","130,9200","129,7600","1,1600","0,89","719.854,40","94.242.604,40","549.536.914,69","-133.472,81"
16/01/2020,EUR,"129,7600","129,7600","129,5900","0,1700","0,13","720.883,01","93.542.047,71","543.821.329,21","-324.289,73"
15/01/2020,EUR,"129,5900","129,5900","129,4500","0,1400","0,11","723.385,44","93.741.499,74","543.088.171,44","-163.159,72"
14/01/2020,EUR,"129,4500","129,4500","129,0500","0,4000","0,31","724.645,85","93.806.995,10","542.295.540,20","-157.989,92"
13/01/2020,EUR,"129,0500","129,0500","129,1500","-0,1000","-0,08","725.870,10","93.670.061,55","540.529.596,05","-25.115,26"
10/01/2020,EUR,"129,1500","129,1500","128,4700","0,6800","0,53","726.064,57","93.771.123,01","540.603.577,06","-8.600,49"
09/01/2020,EUR,"128,4700","128,4700","127,5400","0,9300","0,73","726.131,51","93.285.637,38","537.475.708,84","-27.511,00"
08/01/2020,EUR,"127,5400","127,5400","127,7500","-0,2100","-0,16","726.347,22","92.638.314,48","533.384.037,13","19.215,26"
07/01/2020,EUR,"127,7500","127,7500","127,0800","0,6700","0,53","726.196,81","92.769.604,76","533.985.382,24","133.621,69"
06/01/2020,EUR,"127,0800","127,0800","128,3100","-1,2300","-0,96","725.145,33","92.155.028,58","530.643.808,28","1.112.657,14"
