Fecha,Divisa,Precio de emisión,Valor liquidativo,Valor liquidativo anterior,Variación,Variación %,Acciones en circulación,Patrimonio de la clase de acción,Patrimonio del fondo,Entradas netas en el día
03/01/2025,EUR,"193,8500","193,8500","193,0000","0,8500","0,44",,,,
02/01/2025,EUR,"193,0000","193,0000","193,2300","-0,2300","-0,12","1.458.717,78","281.535.595,15","2.360.676.595,04","273.839,66"
30/12/2024,EUR,"193,2300","193,2300","194,5700","-1,3400","-0,69","1.457.300,61","281.600.191,16","2.361.238.186,22","575.202,31"
27/12/2024,EUR,"194,5700","194,5700","192,6500","1,9200","1,00","1.454.344,34","282.966.467,61","2.374.562.647,34","66.347,80"
23/12/2024,EUR,"192,6500","192,6500","191,0700","1,5800","0,83","1.452.728,32","277.568.843,60","2.321.498.947,84","0,00"
20/12/2024,EUR,"191,0700","191,0700","193,0000","-1,9300","-1,00","1.452.728,32","277.568.843,60","2.321.498.947,84","-29.249,31"
19/12/2024,EUR,"193,0000","193,0000","195,8100","-2,8100","-1,44","1.452.879,87","280.402.633,70","2.340.685.528,68","365.299,64"
18/12/2024,EUR,"195,8100","195,8100","196,3800","-0,5700","-0,29","1.451.014,28","284.122.019,96","2.370.266.385,61","325.920,69"
17/12/2024,EUR,"196,3800","196,3800","196,3900","-0,0100","-0,01","1.449.354,64","284.624.569,41","2.360.978.451,25","415.119,32"
16/12/2024,EUR,"196,3900","196,3900","197,3700","-0,9800","-0,50","1.447.240,89","284.226.940,63","2.354.378.177,94","186.518,92"
13/12/2024,EUR,"197,3700","197,3700","198,3900","-1,0200","-0,51","1.445.312,12","286.731.850,97","2.387.837.761,14","0,00"
12/12/2024,EUR,"198,3900","198,3900","197,5900","0,8000","0,40","1.445.312,12","286.731.850,97","2.387.837.761,14","59.344,76"
11/12/2024,EUR,"197,5900","197,5900","197,7200","-0,1300","-0,07","1.445.011,78","285.524.465,39","2.376.926.966,45","167.853,99"
10/12/2024,EUR,"197,7200","197,7200","198,0300","-0,3100","-0,16","1.444.162,83","285.533.919,32","2.375.360.397,03","137.687,20"
09/12/2024,EUR,"198,0300","198,0300","197,4600","0,5700","0,29","1.443.303,30","284.997.437,37","2.368.399.087,72","0,00"
06/12/2024,EUR,"197,4600","197,4600","198,4900","-1,0300","-0,52","1.443.303,30","284.997.437,37","2.368.399.087,72","274.386,13"
05/12/2024,EUR,"198,4900","198,4900","197,6800","0,8100","0,41","1.441.920,93","286.202.606,35","2.382.966.410,24","1.774.590,99"
04/12/2024,EUR,"197,6800","197,6800","197,6900","-0,0100","-0,01","1.432.943,85","283.267.990,37","2.367.612.193,61","524.237,26"
03/12/2024,EUR,"197,6900","197,6900","196,3200","1,3700","0,70","1.430.292,03","282.750.047,33","2.363.451.068,38","30.354,20"
02/12/2024,EUR,"196,3200","196,3200","194,8400","1,4800","0,76","1.430.137,41","280.764.752,19","2.340.791.554,06","-118.649,76"
29/11/2024,EUR,"194,8400","194,8400","195,3400","-0,5000","-0,26","1.430.746,37","278.762.949,21","2.318.976.577,47","331.352,74"
27/11/2024,EUR,"195,3400","195,3400","195,0900","0,2500","0,13","1.429.050,09","279.150.382,67","2.316.110.434,45","38.125,37"
26/11/2024,EUR,"195,0900","195,0900","195,2100","-0,1200","-0,06","1.428.854,66","278.761.086,98","2.311.397.051,98","147.348,47"
25/11/2024,EUR,"195,2100","195,2100","195,1900","0,0200","0,01","1.428.099,84","278.784.477,28","2.310.729.309,13","166.060,01"
22/11/2024,EUR,"195,1900","195,1900","192,6100","2,5800","1,34","1.427.249,08","278.584.999,54","2.307.447.406,92","268.328,55"
21/11/2024,EUR,"192,6100","192,6100","192,2700","0,3400","0,18","1.425.855,96","274.627.943,60","2.274.399.876,41","118.045,36"
20/11/2024,EUR,"192,2700","192,2700","191,3000","0,9700","0,51","1.425.242,01","274.027.370,73","2.267.629.487,90","90.901,69"
19/11/2024,EUR,"191,3000","191,3000","190,9100","0,3900","0,20","1.424.766,83","272.550.978,43","2.254.943.769,57","683.447,89"
18/11/2024,EUR,"190,9100","190,9100","192,8600","-1,9500","-1,01","1.421.186,88","271.322.419,85","2.248.925.716,81","-2.251.734,21"
15/11/2024,EUR,"192,8600","192,8600","194,0600","-1,2000","-0,62","1.432.862,37","276.342.846,81","2.271.467.165,19","-92.441,41"
14/11/2024,EUR,"194,0600","194,0600","193,3900","0,6700","0,35","1.433.338,72","278.148.156,30","2.281.932.456,28","86.991,68"
13/11/2024,EUR,"193,3900","193,3900","194,8700","-1,4800","-0,76","1.432.888,89","277.111.610,05","2.272.281.519,23","-46.136,64"
12/11/2024,EUR,"194,8700","194,8700","192,7400","2,1300","1,11","1.433.125,65","279.273.232,50","2.282.510.131,38","241.422,40"
08/11/2024,EUR,"192,7400","192,7400","192,0400","0,7000","0,36","1.431.873,07","275.984.839,75","2.254.371.145,42","-255.907,23"
07/11/2024,EUR,"192,0400","192,0400","191,2100","0,8300","0,43","1.433.205,64","275.225.659,89","2.240.226.515,43","-28.853,06"
06/11/2024,EUR,"191,2100","191,2100","186,9200","4,2900","2,30","1.433.356,54","274.076.366,54","2.230.633.580,39","186.746,72"
05/11/2024,EUR,"186,9200","186,9200","186,8800","0,0400","0,02","1.432.357,47","267.734.262,17","2.181.361.887,14","157.065,96"
04/11/2024,EUR,"186,8800","186,8800","187,6700","-0,7900","-0,42","1.431.517,00","267.522.903,07","2.177.968.663,86","-225.453,56"
31/10/2024,EUR,"187,6700","187,6700","189,6900","-2,0200","-1,06","1.432.718,33","268.871.383,28","2.183.557.364,26","-36.184,42"
30/10/2024,EUR,"189,6900","189,6900","190,6100","-0,9200","-0,48","1.432.909,09","271.806.254,67","2.195.193.934,90","102.252,96"
29/10/2024,EUR,"190,6100","190,6100","190,2600","0,3500","0,18","1.432.372,64","273.022.433,50","2.202.869.564,92","-128.479,59"
28/10/2024,EUR,"190,2600","190,2600","189,9000","0,3600","0,19","1.433.047,92","272.646.228,68","2.196.684.050,96","-64.673,85"
25/10/2024,EUR,"189,9000","189,9000","190,3500","-0,4500","-0,24","1.433.388,49","272.200.841,41","2.191.608.138,44","209.737,53"
24/10/2024,EUR,"190,3500","190,3500","190,9900","-0,6400","-0,34","1.432.286,64","272.630.972,33","2.191.938.400,63","-264.806,66"
23/10/2024,EUR,"190,9900","190,9900","190,8900","0,1000","0,05","1.433.673,13","273.822.379,43","2.197.093.108,60","156.281,15"
22/10/2024,EUR,"190,8900","190,8900","192,2400","-1,3500","-0,70","1.432.854,43","273.512.713,96","2.194.715.850,02","-476.397,20"
21/10/2024,EUR,"192,2400","192,2400","191,9900","0,2500","0,13","1.435.332,57","275.926.295,29","2.210.000.187,99","-579.877,12"
18/10/2024,EUR,"191,9900","191,9900","192,4000","-0,4100","-0,21","1.438.352,92","276.143.200,05","2.205.127.972,20","28.973,25"
17/10/2024,EUR,"192,4000","192,4000","190,7700","1,6300","0,85","1.438.202,34","276.706.994,73","2.208.129.671,67","-458.265,46"
16/10/2024,EUR,"190,7700","190,7700","192,4200","-1,6500","-0,86","1.440.604,52","274.822.856,91","2.187.315.932,58","-285.321,09"
15/10/2024,EUR,"192,4200","192,4200","189,8000","2,6200","1,38","1.442.087,33","277.485.007,29","2.202.327.171,47","-46.731,96"
11/10/2024,EUR,"189,8000","189,8000","190,0600","-0,2600","-0,14","1.442.333,54","273.756.555,73","2.171.350.006,53","-50.564,01"
10/10/2024,EUR,"190,0600","190,0600","189,3200","0,7400","0,39","1.442.599,59","274.182.218,43","2.206.669.290,54","-603.191,45"
09/10/2024,EUR,"189,3200","189,3200","188,3500","0,9700","0,51","1.445.785,68","273.711.881,78","2.195.066.824,34","-806.554,41"
08/10/2024,EUR,"188,3500","188,3500","189,9000","-1,5500","-0,82","1.450.067,89","273.117.046,49","2.183.236.201,05","-187.237,84"
07/10/2024,EUR,"189,9000","189,9000","188,7800","1,1200","0,59","1.451.053,87","275.558.605,49","2.200.087.683,75","-43.424,51"
04/10/2024,EUR,"188,7800","188,7800","189,3100","-0,5300","-0,28","1.451.283,90","273.974.887,57","2.184.036.936,50","141.629,70"
02/10/2024,EUR,"189,3100","189,3100","190,2300","-0,9200","-0,48","1.455.154,99","275.163.329,27","2.158.091.031,62","0,00"
01/10/2024,EUR,"190,2300","190,2300","189,1000","1,1300","0,60","1.455.154,99","275.163.329,27","2.158.080.076,19","0,00"
30/09/2024,EUR,"189,1000","189,1000","190,4600","-1,3600","-0,71","1.454.617,95","277.051.943,22","2.170.751.777,61","0,00"
27/09/2024,EUR,"190,4600","190,4600","190,0300","0,4300","0,23","1.454.617,95","277.051.943,22","2.170.751.777,61","181.713,58"
26/09/2024,EUR,"190,0300","190,0300","188,4700","1,5600","0,83","1.453.661,71","276.233.098,83","2.164.562.377,99","-90.593,88"
25/09/2024,EUR,"188,4700","188,4700","188,3600","0,1100","0,06","1.454.142,39","274.055.001,81","2.144.313.294,38","50.657,82"
24/09/2024,EUR,"188,3600","188,3600","187,8100","0,5500","0,29","1.453.873,45","273.845.661,95","2.145.077.802,95","-151.814,91"
23/09/2024,EUR,"187,8100","187,8100","187,9200","-0,1100","-0,06","1.454.681,79","273.202.597,19","2.136.994.240,56","-556.021,81"
20/09/2024,EUR,"187,9200","187,9200","187,4700","0,4500","0,24","1.457.640,62","273.925.601,65","2.138.648.960,98","-554.694,58"
19/09/2024,EUR,"187,4700","187,4700","186,6100","0,8600","0,46","1.460.599,46","273.815.835,48","2.131.566.164,82","218.056,71"
18/09/2024,EUR,"186,6100","186,6100","186,5900","0,0200","0,01","1.459.430,95","272.348.443,58","2.119.950.912,90","-184.921,20"
17/09/2024,EUR,"186,5900","186,5900","186,7100","-0,1200","-0,06","1.460.422,00","272.501.873,90","2.111.216.718,06","107.576,66"
16/09/2024,EUR,"186,7100","186,7100","185,4600","1,2500","0,67","1.459.845,83","272.565.035,64","2.109.462.101,14","271.930,90"
13/09/2024,EUR,"185,4600","185,4600","185,0200","0,4400","0,24","1.458.379,58","270.468.496,23","2.094.782.350,58","-517.975,39"
12/09/2024,EUR,"185,0200","185,0200","183,3100","1,7100","0,93","1.461.179,15","270.344.387,96","2.088.860.779,30","17.815,78"
11/09/2024,EUR,"183,3100","183,3100","183,2600","0,0500","0,03","1.461.081,96","267.837.441,35","2.068.625.137,83","236.291,69"
10/09/2024,EUR,"183,2600","183,2600","182,5500","0,7100","0,39","1.459.792,58","267.521.009,43","2.066.512.768,86","284.138,33"
09/09/2024,EUR,"182,5500","182,5500","183,3600","-0,8100","-0,44","1.458.236,08","266.199.224,92","2.057.408.932,05","9.621,10"
06/09/2024,EUR,"183,3600","183,3600","184,6200","-1,2600","-0,68","1.458.183,61","267.373.624,05","2.065.453.139,84","3.087,92"
05/09/2024,EUR,"184,6200","184,6200","185,0300","-0,4100","-0,22","1.458.166,88","269.202.885,15","2.078.479.684,62","6.965,11"
04/09/2024,EUR,"185,0300","185,0300","188,1200","-3,0900","-1,64","1.458.129,24","269.796.610,96","2.082.432.509,44","143.920,51"
03/09/2024,EUR,"188,1200","188,1200","187,1900","0,9300","0,50","1.457.364,20","274.160.515,86","2.111.600.210,44","80.266,21"
30/08/2024,EUR,"187,1900","187,1900","186,9700","0,2200","0,12","1.456.935,40","272.722.295,86","2.099.307.542,17","-1.092,41"
29/08/2024,EUR,"186,9700","186,9700","186,5700","0,4000","0,21","1.456.941,24","272.401.835,09","2.095.918.558,00","1.773.478,40"
28/08/2024,EUR,"186,5700","186,5700","186,1100","0,4600","0,25","1.447.435,54","270.051.382,55","2.084.779.017,26","-62.971,33"
27/08/2024,EUR,"186,1100","186,1100","186,3500","-0,2400","-0,13","1.447.773,90","269.450.578,74","2.077.385.891,78","-109.026,00"
26/08/2024,EUR,"186,3500","186,3500","185,5800","0,7700","0,41","1.448.358,96","269.898.808,42","2.079.245.530,77","11.187,56"
23/08/2024,EUR,"185,5800","185,5800","186,0800","-0,5000","-0,27","1.448.298,67","268.769.531,76","2.065.231.855,36","-194.439,23"
22/08/2024,EUR,"186,0800","186,0800","185,2700","0,8100","0,44","1.449.343,60","269.700.727,96","2.069.322.259,79","-316.060,80"
21/08/2024,EUR,"185,2700","185,2700","186,0900","-0,8200","-0,44","1.451.049,54","268.837.521,66","2.059.269.928,96","54.439,26"
20/08/2024,EUR,"186,0900","186,0900","184,9600","1,1300","0,61","1.450.757,00","269.974.304,96","2.071.031.895,73","44.712,17"
19/08/2024,EUR,"184,9600","184,9600","184,9400","0,0200","0,01","1.450.515,26","268.287.284,91","2.061.168.699,29","166.117,07"
16/08/2024,EUR,"184,9400","184,9400","181,7600","3,1800","1,75","1.449.617,04","268.085.282,82","2.056.429.925,55","192.995,01"
14/08/2024,EUR,"181,7600","181,7600","180,3400","1,4200","0,79","1.448.555,23","263.290.015,27","2.020.132.551,79","111.433,16"
13/08/2024,EUR,"180,3400","180,3400","179,5400","0,8000","0,45","1.447.937,32","261.120.626,30","2.003.510.117,17","46.457,52"
12/08/2024,EUR,"179,5400","179,5400","179,1300","0,4100","0,23","1.447.678,56","259.921.789,52","1.993.689.630,65","13.434,22"
09/08/2024,EUR,"179,1300","179,1300","175,8600","3,2700","1,86","1.447.603,57","259.306.325,64","1.987.474.452,18","37.825,27"
08/08/2024,EUR,"175,8600","175,8600","177,1700","-1,3100","-0,74","1.447.388,48","254.540.076,58","1.950.452.537,52","-133.134,68"
07/08/2024,EUR,"177,1700","177,1700","175,2300","1,9400","1,11","1.448.139,93","256.573.102,39","1.965.710.524,11","68.349,91"
06/08/2024,EUR,"175,2300","175,2300","173,5900","1,6400","0,94","1.447.749,87","253.687.017,67","1.950.245.879,94","-119.570,26"
05/08/2024,EUR,"173,5900","173,5900","181,7800","-8,1900","-4,51","1.448.438,68","251.436.947,47","1.930.089.078,34","253.695,67"
02/08/2024,EUR,"181,7800","181,7800","185,8900","-4,1100","-2,21","1.447.043,06","263.045.996,47","2.018.038.958,18","172.025,46"
01/08/2024,EUR,"185,8900","185,8900","185,7100","0,1800","0,10","1.446.117,65","268.820.764,13","2.060.663.051,09","-158.920,87"
31/07/2024,EUR,"185,7100","185,7100","184,3000","1,4100","0,77","1.446.973,39","268.723.229,52","2.056.891.195,90","1.206.182,26"
30/07/2024,EUR,"184,3000","184,3000","184,3800","-0,0800","-0,04","1.440.428,72","265.467.522,09","2.038.617.395,45","-385.015,55"
29/07/2024,EUR,"184,3800","184,3800","182,2200","2,1600","1,19","1.442.516,89","265.965.639,39","2.038.142.639,37","245.458,03"
26/07/2024,EUR,"182,2200","182,2200","182,4900","-0,2700","-0,15","1.441.169,85","262.609.014,45","2.005.475.719,28","676.081,11"
25/07/2024,EUR,"182,4900","182,4900","185,3600","-2,8700","-1,55","1.437.465,09","262.325.617,88","2.005.880.067,68","-23.048,19"
24/07/2024,EUR,"185,3600","185,3600","186,3900","-1,0300","-0,55","1.437.589,43","266.477.015,70","2.034.965.298,59","-24.128,94"
23/07/2024,EUR,"186,3900","186,3900","185,2100","1,1800","0,64","1.437.718,89","267.969.695,37","2.045.235.734,68","88.257,61"
22/07/2024,EUR,"185,2100","185,2100","186,1100","-0,9000","-0,48","1.437.242,36","266.195.149,63","2.030.172.783,26","58.945,68"
19/07/2024,EUR,"186,1100","186,1100","187,4000","-1,2900","-0,69","1.436.925,63","267.431.837,43","2.039.305.621,03","329.686,05"
18/07/2024,EUR,"187,4000","187,4000","188,3800","-0,9800","-0,52","1.435.166,37","268.950.036,31","2.050.958.170,61","-187.208,36"
17/07/2024,EUR,"188,3800","188,3800","188,5300","-0,1500","-0,08","1.436.160,15","270.543.342,39","2.060.171.566,85","146.743,87"
16/07/2024,EUR,"188,5300","188,5300","189,1400","-0,6100","-0,32","1.435.381,79","270.613.158,74","2.069.575.324,77","294.397,78"
15/07/2024,EUR,"189,1400","189,1400","188,2600","0,8800","0,47","1.433.825,28","271.189.295,70","2.071.763.326,07","-48.670,14"
12/07/2024,EUR,"188,2600","188,2600","188,6000","-0,3400","-0,18","1.434.083,81","269.976.126,68","2.060.342.357,87","120.834,43"
11/07/2024,EUR,"188,6000","188,6000","187,2400","1,3600","0,73","1.433.443,12","270.343.371,14","2.063.828.276,47","-67.137,94"
10/07/2024,EUR,"187,2400","187,2400","187,1400","0,1000","0,05","1.433.801,69","268.466.016,26","2.048.595.139,79","-161.642,08"
09/07/2024,EUR,"187,1400","187,1400","186,8800","0,2600","0,14","1.434.665,44","268.490.427,98","2.046.533.961,70","145.426,85"
08/07/2024,EUR,"186,8800","186,8800","186,7500","0,1300","0,07","1.433.887,25","267.963.125,93","2.041.817.986,48","-19.241,49"
05/07/2024,EUR,"186,7500","186,7500","185,8300","0,9200","0,50","1.433.990,29","267.803.699,32","2.030.367.710,71","-146.135,06"
03/07/2024,EUR,"185,8300","185,8300","185,4200","0,4100","0,22","1.434.776,68","266.629.569,57","2.018.283.701,72","-33.918,14"
02/07/2024,EUR,"185,4200","185,4200","185,2700","0,1500","0,08","1.434.959,61","266.064.846,60","2.019.668.318,21","16.763,85"
01/07/2024,EUR,"185,2700","185,2700","185,8000","-0,5300","-0,29","1.434.869,12","265.836.975,92","2.013.252.460,78","140.638,74"
28/06/2024,EUR,"185,8000","185,8000","185,6400","0,1600","0,09","1.434.112,19","266.453.182,12","2.015.280.773,57","119.926,09"
27/06/2024,EUR,"185,6400","185,6400","186,3500","-0,7100","-0,38","1.433.466,17","266.114.777,43","2.011.964.451,25","235.839,89"
26/06/2024,EUR,"186,3500","186,3500","185,6300","0,7200","0,39","1.432.200,60","266.895.813,61","2.018.140.978,78","143.818,66"
25/06/2024,EUR,"185,6300","185,6300","185,7000","-0,0700","-0,04","1.431.425,84","265.720.971,18","2.017.704.378,86","62.579,80"
24/06/2024,EUR,"185,7000","185,7000","185,8200","-0,1200","-0,06","1.431.088,84","265.758.541,31","2.016.600.445,67","55.128,36"
21/06/2024,EUR,"185,8200","185,8200","186,0500","-0,2300","-0,12","1.430.792,17","265.869.223,77","2.016.148.260,56","-467.423,62"
20/06/2024,EUR,"186,0500","186,0500","184,4700","1,5800","0,86","1.433.304,52","266.672.982,49","2.019.258.005,10","-74.841,87"
18/06/2024,EUR,"184,4700","184,4700","184,1300","0,3400","0,18","1.433.710,24","264.479.753,25","2.000.102.043,53","-563.158,30"
17/06/2024,EUR,"184,1300","184,1300","184,6800","-0,5500","-0,30","1.436.768,72","264.550.634,61","1.993.139.158,87","-332.038,69"
14/06/2024,EUR,"184,6800","184,6800","183,7500","0,9300","0,51","1.438.339,50","264.300.696,39","1.986.864.581,26","0,00"
13/06/2024,EUR,"183,7500","183,7500","183,5200","0,2300","0,13","1.438.339,50","264.300.696,39","1.986.864.581,26","-113.374,39"
12/06/2024,EUR,"183,5200","183,5200","184,0700","-0,5500","-0,30","1.438.957,28","264.081.159,50","1.983.387.377,28","158.669,43"
11/06/2024,EUR,"184,0700","184,0700","183,4300","0,6400","0,35","1.438.095,27","264.708.240,77","1.988.731.138,93","211.876,04"
10/06/2024,EUR,"183,4300","183,4300","183,0800","0,3500","0,19","1.436.940,19","263.578.931,85","1.981.387.870,13","310.845,03"
07/06/2024,EUR,"183,0800","183,0800","183,4900","-0,4100","-0,22","1.435.242,33","262.764.047,63","1.977.795.525,42","76.364,35"
06/06/2024,EUR,"183,4900","183,4900","181,7400","1,7500","0,96","1.434.826,15","263.274.957,85","1.981.125.892,80","17.145,11"
05/06/2024,EUR,"181,7400","181,7400","181,6000","0,1400","0,08","1.434.731,81","260.746.163,26","1.961.132.535,81","-75.113,41"
04/06/2024,EUR,"181,6000","181,6000","182,7900","-1,1900","-0,65","1.435.145,43","260.622.803,47","1.957.332.252,66","230.951,99"
03/06/2024,EUR,"182,7900","182,7900","181,3600","1,4300","0,79","1.433.881,95","262.102.726,53","1.966.099.554,86","240.571,16"
31/05/2024,EUR,"181,3600","181,3600","182,4700","-1,1100","-0,61","1.432.555,47","259.809.280,14","1.944.038.154,77","90.111,34"
29/05/2024,EUR,"182,4700","182,4700","183,6300","-1,1600","-0,63","1.432.061,62","261.307.663,76","1.901.092.964,04","454.949,85"
28/05/2024,EUR,"183,6300","183,6300","183,0000","0,6300","0,34","1.429.584,09","262.515.096,13","1.907.908.143,21","129.398,32"
24/05/2024,EUR,"183,0000","183,0000","184,1600","-1,1600","-0,63","1.428.876,99","261.490.823,59","1.898.263.586,94","-142.599,51"
23/05/2024,EUR,"184,1600","184,1600","183,7700","0,3900","0,21","1.429.651,32","263.283.515,17","1.909.629.808,26","80.037,76"
22/05/2024,EUR,"183,7700","183,7700","183,5700","0,2000","0,11","1.429.215,79","262.645.097,34","1.903.267.558,39","178.914,06"
21/05/2024,EUR,"183,5700","183,5700","183,2700","0,3000","0,16","1.428.241,15","262.176.932,04","1.898.473.519,12","47.250,25"
17/05/2024,EUR,"183,2700","183,2700","183,4100","-0,1400","-0,08","1.427.983,33","261.706.629,03","1.893.211.687,66","1.683,89"
16/05/2024,EUR,"183,4100","183,4100","182,5800","0,8300","0,45","1.427.974,15","261.905.858,21","1.893.939.473,42","462.322,78"
15/05/2024,EUR,"182,5800","182,5800","182,2800","0,3000","0,16","1.425.441,98","260.254.837,78","1.882.580.555,67","-158.110,28"
14/05/2024,EUR,"182,2800","182,2800","181,9200","0,3600","0,20","1.426.309,39","259.991.407,47","1.877.458.918,49","-165.625,22"
13/05/2024,EUR,"181,9200","181,9200","182,0900","-0,1700","-0,09","1.427.219,82","259.641.864,00","1.872.693.501,65","-293.324,29"
10/05/2024,EUR,"182,0900","182,0900","181,2600","0,8300","0,46","1.428.830,69","260.171.082,36","1.873.016.857,93","415.790,82"
08/05/2024,EUR,"181,2600","181,2600","181,1300","0,1300","0,07","1.426.536,80","258.569.978,07","1.863.184.914,08","-128.713,32"
07/05/2024,EUR,"181,1300","181,1300","179,5500","1,5800","0,88","1.427.247,41","258.516.629,96","1.860.179.480,23","-308.243,56"
06/05/2024,EUR,"179,5500","179,5500","178,5500","1,0000","0,56","1.428.964,17","256.570.534,20","1.841.686.788,35","267.940,36"
03/05/2024,EUR,"178,5500","178,5500","177,8500","0,7000","0,39","1.427.463,52","254.871.950,91","1.828.212.895,70","179.275,93"
02/05/2024,EUR,"177,8500","177,8500","179,4500","-1,6000","-0,89","1.426.455,50","253.690.061,47","1.817.764.406,25","81.792,87"
30/04/2024,EUR,"179,4500","179,4500","178,7300","0,7200","0,40","1.425.999,71","255.899.647,14","1.826.872.014,36","-289.754,25"
29/04/2024,EUR,"178,7300","178,7300","176,9000","1,8300","1,03",,,,
26/04/2024,EUR,"176,9000","176,9000","176,0300","0,8700","0,49","1.428.368,09","252.673.437,92","1.796.442.537,92","-101.175,94"
25/04/2024,EUR,"176,0300","176,0300","178,2100","-2,1800","-1,22","1.428.942,86","251.541.794,21","1.786.349.401,68","-780.992,46"
24/04/2024,EUR,"178,2100","178,2100","176,2300","1,9800","1,12","1.433.325,28","255.426.212,63","1.798.705.580,29","-419.699,60"
23/04/2024,EUR,"176,2300","176,2300","175,0500","1,1800","0,67","1.435.706,83","253.012.600,63","1.777.597.438,86","-437.834,37"
22/04/2024,EUR,"175,0500","175,0500","174,8500","0,2000","0,11","1.438.208,03","251.757.410,21","1.764.475.051,90","51.171,73"
19/04/2024,EUR,"174,8500","174,8500","175,9000","-1,0500","-0,60","1.437.915,36","251.423.550,07","1.762.811.075,83","-171.071,83"
18/04/2024,EUR,"175,9000","175,9000","176,5500","-0,6500","-0,37","1.438.887,92","253.097.125,97","1.771.948.129,65","-198.559,30"
17/04/2024,EUR,"176,5500","176,5500","177,4900","-0,9400","-0,53","1.440.012,58","254.231.149,78","1.777.698.658,52","20.376,70"
16/04/2024,EUR,"177,4900","177,4900","179,9800","-2,4900","-1,38","1.439.897,77","255.571.888,66","1.787.787.803,00","-821.016,76"
15/04/2024,EUR,"179,9800","179,9800","181,6200","-1,6400","-0,90","1.444.459,48","259.973.594,66","1.811.855.511,26","-49.880,73"
12/04/2024,EUR,"181,6200","181,6200","179,5100","2,1100","1,18","1.444.734,13","262.386.069,64","1.826.237.952,47","253.614,74"
11/04/2024,EUR,"179,5100","179,5100","180,1000","-0,5900","-0,33","1.443.321,31","259.087.410,92","1.805.355.546,72","32.555,58"
10/04/2024,EUR,"180,1000","180,1000","179,9500","0,1500","0,08","1.443.140,55","259.910.338,97","1.810.049.465,40","-255.800,73"
09/04/2024,EUR,"179,9500","179,9500","179,5300","0,4200","0,23","1.444.562,06","259.947.400,62","1.809.881.384,57","332.611,45"
08/04/2024,EUR,"179,5300","179,5300","178,0500","1,4800","0,83","1.442.709,38","259.007.644,11","1.805.739.820,26","80.326,74"
05/04/2024,EUR,"178,0500","178,0500","179,6900","-1,6400","-0,91","1.442.258,23","256.787.083,61","1.790.304.749,01","13.546,63"
04/04/2024,EUR,"179,6900","179,6900","179,9300","-0,2400","-0,13","1.442.182,84","259.151.734,08","1.804.634.509,07","21.921,43"
03/04/2024,EUR,"179,9300","179,9300","181,6000","-1,6700","-0,92","1.442.061,01","259.466.313,14","1.805.291.986,77","309.019,95"
02/04/2024,EUR,"181,6000","181,6000","181,7600","-0,1600","-0,09","1.440.359,36","261.574.528,63","1.816.914.087,59","90.497,84"
28/03/2024,EUR,"181,7600","181,7600","180,4000","1,3600","0,75","1.439.861,46","261.709.646,93","1.815.688.882,97","-41.726,62"
27/03/2024,EUR,"180,4000","180,4000","180,0600","0,3400","0,19","1.440.092,76","259.795.254,23","1.801.044.978,22","-359.378,12"
26/03/2024,EUR,"180,0600","180,0600","180,3500","-0,2900","-0,16","1.442.088,64","259.656.528,17","1.782.937.249,52","-191.642,01"
25/03/2024,EUR,"180,3500","180,3500","180,8300","-0,4800","-0,27","1.443.151,25","260.277.621,50","1.784.658.477,22","-21.902,63"
22/03/2024,EUR,"180,8300","180,8300","179,0700","1,7600","0,98","1.443.272,37","260.981.300,41","1.787.022.411,27","-203.218,66"
21/03/2024,EUR,"179,0700","179,0700","177,7000","1,3700","0,77","1.444.407,23","258.652.786,88","1.768.188.436,35","-226.304,60"
20/03/2024,EUR,"177,7000","177,7000","177,2800","0,4200","0,24","1.445.680,75","256.891.766,56","1.753.969.978,97","-240.108,84"
19/03/2024,EUR,"177,2800","177,2800","176,3000","0,9800","0,56","1.450.436,39","255.718.520,76","1.737.984.091,12","0,00"
18/03/2024,EUR,"176,3000","176,3000","176,6900","-0,3900","-0,22","1.450.436,39","255.718.520,76","1.737.984.091,12","297.784,50"
15/03/2024,EUR,"176,6900","176,6900","176,8300","-0,1400","-0,08","1.448.751,04","255.976.733,49","1.739.135.632,05","213.485,93"
14/03/2024,EUR,"176,8300","176,8300","176,7300","0,1000","0,06","1.448.235,18","255.953.726,73","1.736.247.990,65","0,00"
13/03/2024,EUR,"176,7300","176,7300","175,2600","1,4700","0,84","1.448.235,18","255.953.726,73","1.736.247.990,65","41.114,24"
12/03/2024,EUR,"175,2600","175,2600","175,5700","-0,3100","-0,18","1.448.000,59","253.782.412,72","1.719.629.859,72","-255.545,95"
11/03/2024,EUR,"175,5700","175,5700","176,8400","-1,2700","-0,72","1.449.456,11","254.476.945,34","1.720.566.744,88","-216.828,80"
08/03/2024,EUR,"176,8400","176,8400","175,4900","1,3500","0,77","1.450.682,24","256.537.204,41","1.732.227.524,57","8.964,28"
07/03/2024,EUR,"175,4900","175,4900","175,2900","0,2000","0,11","1.450.631,16","254.569.945,48","1.716.992.265,13","43.358,31"
06/03/2024,EUR,"175,2900","175,2900","175,8900","-0,6000","-0,34","1.450.383,81","254.236.548,22","1.713.882.103,25","111.076,63"
05/03/2024,EUR,"175,8900","175,8900","175,8900","0,0000","0,00","1.449.752,30","254.998.186,82","1.714.123.878,70","62.615,22"
